loan_amnt,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,fico_score,month_of_year,ratio_loan_amnt_annual_inc,ratio_open_acc_total_acc,month_since_earliest_cr_line,ratio_pub_rec_month_since_earliest_cr_line,ratio_pub_rec_bankruptcies_month_since_earliest_cr_line,ratio_pub_rec_bankruptcies_pub_rec,charged_off
10000.0,36,12.12,332.72,7,0,1,30000.0,1,2012-03-01,0,16.08,6,0.0,4130.0,55.1,10,1,0,0,0,712.0,2,0.3333333333333333,0.6,307,0.0,0.0,-1.0,0
7500.0,36,13.99,256.3,10,5,0,51000.0,0,2012-03-01,2,7.62,11,1.0,5123.0,41.7,20,1,0,1,1,687.0,2,0.14705882352941177,0.55,119,0.008403361344537815,0.008403361344537815,1.0,0
30000.0,36,12.12,998.15,7,10,0,220000.0,2,2012-03-01,0,8.53,17,0.0,33219.0,57.2,42,1,0,5,0,732.0,2,0.13636363636363635,0.40476190476190477,260,0.0,0.0,-1.0,0
7200.0,36,7.62,224.37,2,6,1,34000.0,0,2012-03-01,0,6.0,4,0.0,6807.0,61.9,9,1,0,0,0,747.0,2,0.21176470588235294,0.4444444444444444,192,0.0,0.0,-1.0,0
20000.0,60,22.45,557.51,25,8,0,62049.79,2,2012-03-01,0,15.66,19,0.0,18589.0,73.1,27,1,0,3,0,667.0,2,0.3223217999609668,0.7037037037037037,90,0.0,0.0,-1.0,1
12000.0,36,7.9,375.49,3,5,1,70000.0,0,2012-03-01,0,8.9,4,0.0,19211.0,57.3,17,1,0,0,0,747.0,2,0.17142857142857143,0.23529411764705882,126,0.0,0.0,-1.0,0
3750.0,36,7.62,116.86,2,5,0,43000.0,0,2012-03-01,0,6.25,6,0.0,6764.0,67.6,11,1,0,3,0,727.0,2,0.0872093023255814,0.5454545454545454,121,0.0,0.0,-1.0,1
25000.0,36,12.12,831.8,7,10,1,145000.0,2,2012-03-01,4,27.17,12,0.0,65402.0,66.3,26,1,0,0,0,732.0,2,0.1724137931034483,0.46153846153846156,283,0.0,0.0,-1.0,0
12000.0,36,7.9,375.49,3,1,1,48000.0,0,2012-03-01,0,28.51,14,0.0,18918.0,41.4,29,1,0,0,0,727.0,2,0.25,0.4827586206896552,211,0.0,0.0,-1.0,0
17325.0,36,13.67,589.36,9,6,1,36000.0,2,2012-03-01,0,19.67,14,0.0,20055.0,75.4,28,1,0,0,0,687.0,2,0.48125,0.5,206,0.0,0.0,-1.0,0
12000.0,36,7.62,373.94,2,0,0,36000.0,1,2012-03-01,0,7.7,13,0.0,7811.0,32.1,32,1,0,1,0,737.0,2,0.3333333333333333,0.40625,78,0.0,0.0,-1.0,0
12000.0,36,7.62,373.94,2,2,1,41600.0,1,2012-03-01,0,12.81,7,0.0,8390.0,42.8,23,1,0,0,0,737.0,2,0.28846153846153844,0.30434782608695654,154,0.0,0.0,-1.0,0
15000.0,36,8.9,476.3,4,10,1,75000.0,0,2012-03-01,0,11.22,5,0.0,13384.0,82.1,18,1,0,3,0,732.0,2,0.2,0.2777777777777778,186,0.0,0.0,-1.0,1
7475.0,36,8.9,237.36,4,0,1,98700.0,1,2012-03-01,0,19.13,17,0.0,12530.0,72.8,35,1,0,0,0,717.0,2,0.07573454913880445,0.4857142857142857,112,0.0,0.0,-1.0,0
10000.0,36,13.11,337.47,8,3,1,42225.0,1,2012-03-01,4,6.82,5,0.0,9552.0,87.6,11,1,0,0,0,697.0,2,0.23682652457075193,0.45454545454545453,153,0.0,0.0,-1.0,0
18000.0,60,13.99,418.74,10,4,1,45000.0,2,2012-03-01,4,28.61,11,0.0,15640.0,76.3,20,1,0,0,0,722.0,2,0.4,0.55,225,0.0,0.0,-1.0,0
8500.0,36,12.12,282.81,7,0,1,25810.0,1,2012-03-01,4,22.32,9,0.0,9127.0,67.1,17,1,0,0,0,692.0,2,0.32932971716389,0.5294117647058824,116,0.0,0.0,-1.0,0
15000.0,36,13.11,506.21,8,5,1,65000.0,0,2012-03-01,0,15.08,8,0.0,13151.0,57.2,37,1,0,0,0,717.0,2,0.23076923076923078,0.21621621621621623,139,0.0,0.0,-1.0,0
12000.0,36,6.03,365.23,0,4,1,30000.0,1,2012-03-01,0,15.36,6,0.0,7228.0,78.2,32,1,0,0,0,757.0,2,0.4,0.1875,238,0.0,0.0,-1.0,0
30000.0,36,19.99,1114.76,20,4,0,110000.0,2,2012-03-01,0,14.17,10,0.0,30029.0,90.7,22,1,0,6,0,687.0,2,0.2727272727272727,0.45454545454545453,203,0.0,0.0,-1.0,0
35000.0,60,21.48,956.35,23,3,0,80000.0,2,2012-03-01,0,16.35,7,0.0,50671.0,84.5,18,1,0,5,0,697.0,2,0.4375,0.3888888888888889,437,0.0,0.0,-1.0,1
12000.0,36,19.22,441.21,19,6,2,50000.0,1,2012-03-01,0,14.62,3,0.0,6309.0,78.9,11,1,0,0,0,667.0,2,0.24,0.2727272727272727,137,0.0,0.0,-1.0,0
8000.0,36,12.12,266.18,7,10,2,16000.0,2,2012-03-01,0,16.58,6,0.0,8216.0,76.1,33,1,0,0,0,697.0,2,0.5,0.18181818181818182,134,0.0,0.0,-1.0,0
14000.0,36,13.11,472.46,8,2,1,91620.0,2,2012-03-01,0,7.84,9,0.0,30704.0,70.7,24,1,0,0,0,682.0,2,0.15280506439642,0.375,125,0.0,0.0,-1.0,0
10000.0,36,9.76,321.55,5,3,1,60000.0,1,2012-03-01,0,9.28,7,0.0,6666.0,67.3,11,1,0,0,0,722.0,2,0.16666666666666666,0.6363636363636364,83,0.0,0.0,-1.0,0
12000.0,36,12.12,399.26,7,0,0,45000.0,2,2012-03-01,4,21.04,11,0.0,19091.0,80.9,17,1,0,1,0,697.0,2,0.26666666666666666,0.6470588235294118,171,0.0,0.0,-1.0,0
4000.0,36,13.67,136.08,9,5,0,60000.0,0,2012-03-01,0,20.68,6,0.0,15596.0,93.4,17,1,0,3,0,677.0,2,0.06666666666666667,0.35294117647058826,212,0.0,0.0,-1.0,0
9100.0,36,6.62,279.41,1,10,0,45000.0,1,2012-03-01,0,8.35,7,0.0,16393.0,70.1,19,1,0,4,0,737.0,2,0.20222222222222222,0.3684210526315789,211,0.0,0.0,-1.0,0
2400.0,60,15.31,57.49,12,5,0,52800.0,2,2012-03-01,8,22.11,17,0.0,11859.0,36.7,43,1,0,5,0,697.0,2,0.045454545454545456,0.3953488372093023,257,0.0,0.0,-1.0,1
5000.0,36,7.62,155.81,2,4,2,105000.0,1,2012-03-01,10,10.12,8,0.0,3704.0,29.6,13,1,0,1,0,737.0,2,0.047619047619047616,0.6153846153846154,130,0.0,0.0,-1.0,0
18000.0,60,18.55,462.49,18,10,1,94000.0,2,2012-03-01,0,19.89,15,0.0,34866.0,80.5,30,1,0,0,0,687.0,2,0.19148936170212766,0.5,318,0.0,0.0,-1.0,0
20000.0,36,10.74,652.32,6,6,1,86000.0,1,2012-03-01,4,12.96,15,0.0,9329.0,69.1,36,1,0,0,0,717.0,2,0.23255813953488372,0.4166666666666667,150,0.0,0.0,-1.0,0
18400.0,60,21.97,507.88,24,10,2,59300.0,2,2012-03-01,0,19.06,15,0.0,19686.0,94.6,21,1,0,0,0,692.0,2,0.3102866779089376,0.7142857142857143,194,0.0,0.0,-1.0,0
23350.0,36,13.99,797.94,10,1,0,106000.0,2,2012-03-01,4,22.86,10,0.0,53118.0,68.1,15,1,0,2,0,697.0,2,0.22028301886792453,0.6666666666666666,152,0.0,0.0,-1.0,0
7000.0,36,13.67,238.13,9,4,1,114000.0,1,2012-03-01,12,5.05,12,0.0,4138.0,32.6,17,1,0,0,0,697.0,2,0.06140350877192982,0.7058823529411765,312,0.0,0.0,-1.0,0
20000.0,36,14.65,689.89,11,10,1,55000.0,2,2012-03-01,2,13.9,7,0.0,14796.0,39.1,14,1,0,0,0,697.0,2,0.36363636363636365,0.5,138,0.0,0.0,-1.0,0
9000.0,36,14.65,310.45,11,10,0,75000.0,0,2012-03-01,0,17.6,9,0.0,17404.0,78.8,24,1,0,3,0,682.0,2,0.12,0.375,168,0.0,0.0,-1.0,1
6000.0,36,14.65,206.97,11,10,1,60000.0,0,2012-03-01,0,1.14,4,0.0,2469.0,50.4,7,1,0,0,0,667.0,2,0.1,0.5714285714285714,145,0.0,0.0,-1.0,0
20000.0,36,10.74,652.32,6,2,1,155000.0,2,2012-03-01,0,4.2,7,0.0,7677.0,45.4,10,1,0,0,0,717.0,2,0.12903225806451613,0.7,93,0.0,0.0,-1.0,0
16000.0,36,10.74,521.86,6,3,0,88000.0,2,2012-03-01,4,11.02,11,0.0,13571.0,57.0,18,1,0,1,0,717.0,2,0.18181818181818182,0.6111111111111112,71,0.0,0.0,-1.0,0
16000.0,60,13.99,372.21,10,3,1,105211.0,2,2012-03-01,5,16.37,14,0.0,17678.0,31.1,27,1,0,0,0,717.0,2,0.15207535333757877,0.5185185185185185,262,0.0,0.0,-1.0,0
32000.0,60,12.12,713.77,7,5,0,88018.0,2,2012-03-01,0,9.61,7,0.0,26829.0,67.6,17,1,0,6,0,747.0,2,0.3635619986820878,0.4117647058823529,160,0.0,0.0,-1.0,0
6000.0,36,6.62,184.23,1,3,0,41000.0,1,2012-03-01,5,1.76,7,0.0,2798.0,8.9,11,1,0,1,0,767.0,2,0.14634146341463414,0.6363636363636364,90,0.0,0.0,-1.0,0
20000.0,60,15.31,479.06,12,4,0,82000.0,2,2012-03-01,0,18.2,20,0.0,30818.0,41.5,35,1,0,3,0,727.0,2,0.24390243902439024,0.5714285714285714,290,0.0,0.0,-1.0,0
12000.0,36,9.76,385.86,5,10,0,135000.0,1,2012-03-01,4,13.39,9,0.0,28049.0,72.3,42,1,0,9,0,707.0,2,0.08888888888888889,0.21428571428571427,200,0.0,0.0,-1.0,0
21000.0,60,13.11,479.0,8,4,0,65000.0,2,2012-03-01,2,15.49,17,0.0,6095.0,10.0,28,1,0,1,0,747.0,2,0.3230769230769231,0.6071428571428571,137,0.0,0.0,-1.0,0
20000.0,60,20.5,535.46,21,5,1,65000.0,2,2012-03-01,0,14.1,4,0.0,7665.0,90.2,5,1,0,0,0,692.0,2,0.3076923076923077,0.8,81,0.0,0.0,-1.0,0
18550.0,36,13.99,633.91,10,1,1,38000.0,2,2012-03-01,0,13.77,5,0.0,18484.0,73.1,15,1,0,2,0,687.0,2,0.4881578947368421,0.3333333333333333,103,0.0,0.0,-1.0,0
12800.0,36,13.99,437.42,10,0,1,40000.0,1,2012-03-01,12,15.78,18,0.0,11200.0,90.6,19,1,0,0,0,682.0,2,0.32,0.9473684210526315,98,0.0,0.0,-1.0,1
15000.0,36,13.99,512.6,10,8,0,65000.0,2,2012-03-01,0,14.53,10,0.0,12809.0,43.7,27,1,0,3,0,702.0,2,0.23076923076923078,0.37037037037037035,230,0.0,0.0,-1.0,0
30000.0,60,19.99,794.65,20,10,0,146000.0,1,2012-03-01,0,9.62,11,0.0,15276.0,48.5,23,1,0,2,0,717.0,2,0.2054794520547945,0.4782608695652174,195,0.0,0.0,-1.0,1
16000.0,60,19.99,423.82,20,0,2,33000.0,2,2012-03-01,0,16.05,14,0.0,13789.0,92.6,19,1,0,0,0,687.0,2,0.48484848484848486,0.7368421052631579,128,0.0,0.0,-1.0,1
35000.0,60,21.48,956.35,23,6,1,78000.0,2,2012-03-01,4,11.8,9,0.0,25902.0,87.8,25,1,0,0,0,702.0,2,0.44871794871794873,0.36,137,0.0,0.0,-1.0,1
11200.0,36,17.27,400.82,15,4,0,113000.0,0,2012-03-01,7,5.46,5,1.0,2077.0,69.2,18,1,0,2,1,672.0,2,0.09911504424778761,0.2777777777777778,102,0.00980392156862745,0.00980392156862745,1.0,0
10000.0,36,13.99,341.73,10,3,1,38000.0,0,2012-03-01,0,21.22,7,0.0,15074.0,94.9,20,1,0,0,0,687.0,2,0.2631578947368421,0.35,63,0.0,0.0,-1.0,1
1200.0,36,13.99,41.01,10,6,1,44500.0,0,2012-03-01,9,20.98,10,0.0,10879.0,93.8,17,1,0,0,0,687.0,2,0.02696629213483146,0.5882352941176471,130,0.0,0.0,-1.0,1
12000.0,60,14.65,283.28,11,10,0,87000.0,2,2012-03-01,0,19.44,15,0.0,2915.0,44.8,41,1,0,2,0,692.0,2,0.13793103448275862,0.36585365853658536,130,0.0,0.0,-1.0,0
19075.0,60,17.99,484.28,16,10,0,64598.36,2,2012-03-01,5,17.18,6,0.0,10034.0,93.8,28,1,0,4,0,717.0,2,0.29528613419907257,0.21428571428571427,197,0.0,0.0,-1.0,0
14125.0,36,13.67,480.5,9,10,1,30000.0,2,2012-03-01,4,17.24,8,0.0,16580.0,88.8,10,1,0,0,0,687.0,2,0.4708333333333333,0.8,75,0.0,0.0,-1.0,0
16000.0,36,14.65,551.91,11,1,0,72000.0,2,2012-03-01,0,23.29,11,0.0,18895.0,85.9,30,1,0,3,0,682.0,2,0.2222222222222222,0.36666666666666664,162,0.0,0.0,-1.0,0
12000.0,36,16.29,423.61,14,10,1,68000.0,2,2012-03-01,3,13.15,6,0.0,16040.0,82.3,18,1,0,1,0,667.0,2,0.17647058823529413,0.3333333333333333,179,0.0,0.0,-1.0,0
35000.0,36,18.55,1275.02,18,10,0,125000.0,2,2012-03-01,0,14.32,11,0.0,22025.0,80.7,31,1,0,3,0,687.0,2,0.28,0.3548387096774194,201,0.0,0.0,-1.0,0
14000.0,36,20.5,523.87,21,10,1,240000.0,2,2012-03-01,5,15.39,27,0.0,45262.0,80.1,63,1,0,4,0,692.0,2,0.058333333333333334,0.42857142857142855,302,0.0,0.0,-1.0,0
11700.0,36,19.99,434.76,20,1,1,65000.0,1,2012-03-01,0,15.15,17,0.0,22255.0,73.4,23,1,0,0,0,662.0,2,0.18,0.7391304347826086,200,0.0,0.0,-1.0,0
3000.0,36,10.74,97.85,6,5,0,45000.0,0,2012-03-01,0,15.81,7,1.0,4128.0,62.5,15,1,0,2,1,692.0,2,0.06666666666666667,0.4666666666666667,128,0.0078125,0.0078125,1.0,0
9100.0,60,19.22,237.17,19,1,1,36000.0,2,2012-03-01,5,16.5,5,0.0,676.0,33.8,6,1,0,0,0,707.0,2,0.25277777777777777,0.8333333333333334,36,0.0,0.0,-1.0,0
7000.0,36,13.99,239.21,10,3,1,33000.0,1,2012-03-01,0,18.0,9,0.0,9195.0,82.1,19,1,0,0,0,692.0,2,0.21212121212121213,0.47368421052631576,80,0.0,0.0,-1.0,0
9000.0,36,15.81,315.57,13,10,1,52950.0,2,2012-03-01,0,11.94,10,0.0,10784.0,42.4,52,1,0,0,0,672.0,2,0.16997167138810199,0.19230769230769232,214,0.0,0.0,-1.0,1
24000.0,60,19.99,635.72,20,10,0,58500.0,1,2012-03-01,2,17.99,12,0.0,20303.0,88.3,22,1,0,3,0,692.0,2,0.41025641025641024,0.5454545454545454,172,0.0,0.0,-1.0,1
30000.0,36,17.99,1084.43,16,2,1,300000.0,1,2012-03-01,0,12.5,12,0.0,49807.0,91.0,36,1,0,0,0,712.0,2,0.1,0.3333333333333333,160,0.0,0.0,-1.0,1
2500.0,36,13.11,84.37,8,3,1,70000.0,1,2012-03-01,12,16.84,6,0.0,9115.0,22.7,32,1,0,4,0,687.0,2,0.03571428571428571,0.1875,376,0.0,0.0,-1.0,0
4000.0,36,18.25,145.12,17,4,1,90000.0,0,2012-03-01,8,7.92,10,0.0,8903.0,36.5,16,1,0,0,0,662.0,2,0.044444444444444446,0.625,44,0.0,0.0,-1.0,0
10000.0,36,12.12,332.72,7,2,1,118000.0,1,2012-03-01,6,11.41,12,0.0,3562.0,21.7,15,1,0,0,0,697.0,2,0.0847457627118644,0.8,64,0.0,0.0,-1.0,0
10800.0,36,9.76,347.27,5,4,0,75000.0,1,2012-03-01,4,7.74,6,0.0,26214.0,87.1,27,1,0,3,0,717.0,2,0.144,0.2222222222222222,222,0.0,0.0,-1.0,0
10000.0,36,13.99,341.73,10,10,0,105000.0,2,2012-03-01,10,9.57,12,0.0,1979.0,15.3,34,1,0,5,0,672.0,2,0.09523809523809523,0.35294117647058826,170,0.0,0.0,-1.0,0
3600.0,36,17.27,128.84,15,3,1,43160.0,1,2012-03-01,5,1.81,3,0.0,2189.0,95.2,5,1,0,0,0,702.0,2,0.08341056533827618,0.6,54,0.0,0.0,-1.0,1
5000.0,36,6.03,152.18,0,4,0,56220.0,0,2012-03-01,8,9.37,7,0.0,1675.0,12.6,17,1,0,3,0,817.0,2,0.08893632159373888,0.4117647058823529,172,0.0,0.0,-1.0,0
20000.0,36,13.99,683.46,10,5,0,42000.0,1,2012-03-01,2,10.09,10,0.0,0.0,0.0,25,1,0,2,0,762.0,2,0.47619047619047616,0.4,206,0.0,0.0,-1.0,0
3000.0,36,15.31,104.46,12,3,1,60000.0,0,2012-03-01,5,18.31,9,0.0,1939.0,88.1,19,1,0,0,0,672.0,2,0.05,0.47368421052631576,87,0.0,0.0,-1.0,0
12800.0,36,13.11,431.97,8,10,1,119000.0,0,2012-03-01,4,15.51,13,0.0,22712.0,69.5,24,1,0,0,0,702.0,2,0.10756302521008404,0.5416666666666666,223,0.0,0.0,-1.0,0
3000.0,36,13.99,102.52,10,3,1,30000.0,0,2012-03-01,0,21.84,10,0.0,2031.0,44.2,16,1,0,0,0,667.0,2,0.1,0.625,54,0.0,0.0,-1.0,0
35000.0,36,20.99,1318.45,22,1,1,89000.0,2,2012-03-01,4,23.4,13,0.0,43407.0,90.2,27,1,0,0,0,677.0,2,0.39325842696629215,0.48148148148148145,136,0.0,0.0,-1.0,0
2500.0,36,14.65,86.24,11,5,1,24000.0,0,2012-03-01,3,2.85,3,0.0,2378.0,62.6,5,1,0,0,0,697.0,2,0.10416666666666667,0.6,44,0.0,0.0,-1.0,0
35000.0,60,21.48,956.35,23,10,0,100000.0,2,2012-03-01,0,18.2,7,0.0,81977.0,64.7,18,1,0,3,0,697.0,2,0.35,0.3888888888888889,258,0.0,0.0,-1.0,0
10000.0,36,12.12,332.72,7,6,1,80000.0,2,2012-03-01,4,24.65,21,0.0,17833.0,82.9,36,1,0,0,0,692.0,2,0.125,0.5833333333333334,154,0.0,0.0,-1.0,0
10800.0,60,13.67,249.46,9,0,1,90000.0,1,2012-03-01,8,0.94,4,0.0,1577.0,21.6,9,1,0,0,0,732.0,2,0.12,0.4444444444444444,108,0.0,0.0,-1.0,0
10000.0,36,13.99,341.73,10,10,0,98000.0,2,2012-03-01,0,3.58,6,0.0,11735.0,83.2,12,1,0,3,0,672.0,2,0.10204081632653061,0.5,279,0.0,0.0,-1.0,0
21400.0,60,18.55,549.85,18,10,1,116000.0,2,2012-03-01,0,13.66,7,0.0,16841.0,78.7,11,1,0,0,0,707.0,2,0.18448275862068966,0.6363636363636364,270,0.0,0.0,-1.0,0
18000.0,60,10.74,389.04,6,1,0,155000.0,2,2012-03-01,5,2.31,6,0.0,29504.0,11.9,13,1,0,3,0,762.0,2,0.11612903225806452,0.46153846153846156,167,0.0,0.0,-1.0,0
13800.0,36,13.67,469.45,9,7,1,40000.0,1,2012-03-01,4,21.33,6,0.0,11502.0,88.0,12,1,0,0,0,697.0,2,0.345,0.5,182,0.0,0.0,-1.0,0
21000.0,36,10.74,684.94,6,10,0,120000.0,0,2012-03-01,0,24.45,12,0.0,36019.0,33.2,19,1,0,3,0,722.0,2,0.175,0.631578947368421,218,0.0,0.0,-1.0,0
7750.0,36,13.99,264.84,10,6,0,65000.0,0,2012-03-01,8,14.14,11,0.0,6298.0,87.5,33,1,0,6,0,677.0,2,0.11923076923076924,0.3333333333333333,338,0.0,0.0,-1.0,0
20000.0,36,17.27,715.75,15,5,1,45000.0,2,2012-03-01,0,17.81,7,0.0,18515.0,92.6,9,1,0,0,0,682.0,2,0.4444444444444444,0.7777777777777778,75,0.0,0.0,-1.0,0
10025.0,36,9.76,322.36,5,4,1,44664.0,0,2012-03-01,4,18.54,11,0.0,9571.0,42.9,23,1,0,0,0,712.0,2,0.22445369872828227,0.4782608695652174,148,0.0,0.0,-1.0,0
20000.0,60,12.12,446.11,7,10,0,95000.0,1,2012-03-01,2,16.52,14,0.0,13371.0,14.4,28,1,0,5,0,787.0,2,0.21052631578947367,0.5,222,0.0,0.0,-1.0,0
14400.0,36,9.76,463.03,5,4,1,80000.0,0,2012-03-01,0,10.31,8,0.0,5764.0,28.8,14,1,0,0,0,712.0,2,0.18,0.5714285714285714,104,0.0,0.0,-1.0,0
2700.0,36,13.11,91.12,8,9,0,77140.0,0,2012-03-01,2,17.11,10,0.0,11370.0,97.2,19,1,0,1,0,697.0,2,0.03500129634430905,0.5263157894736842,123,0.0,0.0,-1.0,0
30800.0,60,21.97,850.14,24,1,0,130000.0,2,2012-03-01,0,17.86,9,0.0,64264.0,69.3,18,1,0,0,0,687.0,2,0.23692307692307693,0.5,294,0.0,0.0,-1.0,0
20000.0,36,13.11,674.94,8,10,0,225000.0,2,2012-03-01,5,5.34,9,0.0,17581.0,41.6,24,1,0,1,0,717.0,2,0.08888888888888889,0.375,136,0.0,0.0,-1.0,0
3600.0,36,13.67,122.47,9,2,0,38400.0,0,2012-03-01,0,5.97,8,0.0,5878.0,16.7,44,1,0,4,0,682.0,2,0.09375,0.18181818181818182,366,0.0,0.0,-1.0,0
15000.0,36,13.11,506.21,8,3,1,35000.0,1,2012-03-01,4,21.87,11,0.0,12728.0,62.7,22,1,0,0,0,697.0,2,0.42857142857142855,0.5,199,0.0,0.0,-1.0,0
3000.0,36,13.11,101.25,8,1,0,100000.0,0,2012-03-01,8,16.58,13,0.0,7946.0,11.7,38,1,0,7,0,687.0,2,0.03,0.34210526315789475,165,0.0,0.0,-1.0,0
5000.0,36,9.76,160.78,5,10,0,54000.0,2,2012-03-01,2,18.69,5,0.0,2250.0,30.0,31,1,0,9,0,702.0,2,0.09259259259259259,0.16129032258064516,170,0.0,0.0,-1.0,0
3000.0,36,12.12,99.82,7,1,0,28560.0,0,2012-03-01,2,16.51,10,0.0,2346.0,34.5,22,1,0,0,0,697.0,2,0.10504201680672269,0.45454545454545453,125,0.0,0.0,-1.0,0
14000.0,36,14.65,482.92,11,6,1,36000.0,0,2012-03-01,0,22.0,11,0.0,18454.0,97.6,20,1,0,0,0,692.0,2,0.3888888888888889,0.55,115,0.0,0.0,-1.0,1
12325.0,36,13.67,419.27,9,6,2,41600.0,2,2012-03-01,4,24.52,12,0.0,21024.0,75.0,33,1,0,0,0,697.0,2,0.29627403846153844,0.36363636363636365,112,0.0,0.0,-1.0,1
10075.0,36,15.81,353.27,13,2,0,99100.0,2,2012-03-01,0,9.78,8,0.0,12957.0,83.1,23,1,0,2,0,672.0,2,0.10166498486377397,0.34782608695652173,140,0.0,0.0,-1.0,0
26500.0,60,18.25,676.54,17,3,1,53000.0,2,2012-03-01,0,3.67,3,0.0,7628.0,80.3,7,1,0,0,0,722.0,2,0.5,0.42857142857142855,104,0.0,0.0,-1.0,0
13000.0,36,13.11,438.72,8,5,1,58560.0,1,2012-03-01,0,17.48,6,0.0,11036.0,58.1,13,1,0,0,0,677.0,2,0.22199453551912568,0.46153846153846156,148,0.0,0.0,-1.0,0
14600.0,60,18.25,372.74,17,2,1,47000.0,1,2012-03-01,0,13.61,8,0.0,19856.0,75.8,13,1,0,0,0,692.0,2,0.31063829787234043,0.6153846153846154,94,0.0,0.0,-1.0,0
6000.0,36,13.11,202.49,8,6,1,40000.0,0,2012-03-01,0,14.61,10,0.0,9671.0,39.2,13,1,0,0,0,687.0,2,0.15,0.7692307692307693,131,0.0,0.0,-1.0,0
12000.0,36,18.25,435.34,17,2,2,48000.0,1,2012-03-01,10,8.28,14,0.0,2797.0,47.4,26,1,0,0,0,672.0,2,0.25,0.5384615384615384,77,0.0,0.0,-1.0,1
8000.0,36,13.11,269.98,8,2,1,116000.0,0,2012-03-01,0,3.85,10,0.0,15825.0,91.0,19,1,0,0,0,692.0,2,0.06896551724137931,0.5263157894736842,109,0.0,0.0,-1.0,0
8000.0,36,13.99,273.39,10,10,0,45900.0,1,2012-03-01,4,20.63,14,0.0,9654.0,78.9,25,1,0,2,0,687.0,2,0.17429193899782136,0.56,139,0.0,0.0,-1.0,0
16000.0,60,20.99,432.77,22,1,1,90000.0,2,2012-03-01,0,15.68,8,1.0,5858.0,56.3,21,1,0,0,1,672.0,2,0.17777777777777778,0.38095238095238093,147,0.006802721088435374,0.006802721088435374,1.0,0
18600.0,60,18.55,477.91,18,8,0,87000.0,2,2012-03-01,0,12.99,19,1.0,15104.0,74.4,45,1,0,2,1,692.0,2,0.21379310344827587,0.4222222222222222,298,0.003355704697986577,0.003355704697986577,1.0,0
22000.0,36,20.5,823.22,21,10,0,100800.0,2,2012-03-01,0,18.88,14,0.0,19352.0,82.0,42,1,0,2,0,667.0,2,0.21825396825396826,0.3333333333333333,194,0.0,0.0,-1.0,0
5600.0,36,13.99,191.37,10,4,1,50090.0,0,2012-03-01,3,16.51,8,0.0,11594.0,67.4,28,1,0,0,0,677.0,2,0.11179876222798962,0.2857142857142857,210,0.0,0.0,-1.0,0
30000.0,36,18.25,1088.34,17,4,2,180000.0,2,2012-03-01,0,8.26,11,0.0,25982.0,73.8,26,1,0,0,0,697.0,2,0.16666666666666666,0.4230769230769231,274,0.0,0.0,-1.0,1
25000.0,36,10.74,815.4,6,10,0,143000.0,1,2012-03-01,2,10.43,12,0.0,16548.0,31.5,23,1,0,2,0,742.0,2,0.17482517482517482,0.5217391304347826,212,0.0,0.0,-1.0,0
20000.0,36,13.11,674.94,8,6,1,135000.0,1,2012-03-01,4,8.36,13,0.0,27729.0,83.3,19,1,0,0,0,697.0,2,0.14814814814814814,0.6842105263157895,150,0.0,0.0,-1.0,0
8450.0,36,14.65,291.48,11,1,2,90000.0,2,2012-03-01,4,14.37,18,0.0,22822.0,92.2,30,1,0,1,0,692.0,2,0.09388888888888888,0.6,152,0.0,0.0,-1.0,0
14200.0,36,9.76,456.6,5,5,1,43000.0,1,2012-03-01,4,8.38,11,0.0,8357.0,46.6,17,1,0,0,0,727.0,2,0.3302325581395349,0.6470588235294118,132,0.0,0.0,-1.0,0
16400.0,36,15.81,575.04,13,4,1,75000.0,0,2012-03-01,0,16.0,10,0.0,13284.0,84.6,13,1,0,0,0,682.0,2,0.21866666666666668,0.7692307692307693,98,0.0,0.0,-1.0,0
10000.0,36,14.65,344.95,11,10,0,30000.0,2,2012-03-01,1,20.48,5,1.0,2433.0,64.0,10,1,0,1,1,687.0,2,0.3333333333333333,0.5,150,0.006666666666666667,0.006666666666666667,1.0,1
14800.0,60,19.99,392.03,20,3,1,51000.0,2,2012-03-01,0,14.49,8,0.0,7860.0,86.4,16,1,0,0,0,697.0,2,0.2901960784313726,0.5,99,0.0,0.0,-1.0,0
25000.0,60,21.48,683.11,23,10,1,80000.0,1,2012-03-01,0,12.84,9,0.0,18757.0,91.5,18,1,0,0,0,682.0,2,0.3125,0.5,93,0.0,0.0,-1.0,0
26000.0,36,13.11,877.43,8,6,0,87740.04,1,2012-03-01,2,7.7,10,0.0,72.0,0.3,35,1,0,2,0,712.0,2,0.2963299310098332,0.2857142857142857,131,0.0,0.0,-1.0,0
7400.0,60,10.74,159.94,6,9,0,40000.0,2,2012-03-01,5,15.09,12,0.0,727.0,72.7,17,1,0,2,0,762.0,2,0.185,0.7058823529411765,166,0.0,0.0,-1.0,0
16000.0,36,17.99,578.36,16,10,1,176400.0,2,2012-03-01,0,13.5,18,0.0,33586.0,95.7,35,1,0,6,0,687.0,2,0.09070294784580499,0.5142857142857142,208,0.0,0.0,-1.0,0
16000.0,36,17.27,572.6,15,1,1,48500.0,1,2012-03-01,0,22.99,11,0.0,9172.0,64.1,15,1,0,0,0,672.0,2,0.32989690721649484,0.7333333333333333,334,0.0,0.0,-1.0,0
